rating,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6
5,-1.403406077,-4.316118448,-2.126557302,0.354550225,-2.003259442,0.69653197
5,-1.371079822,-4.332648116,-2.143933353,0.470806215,-2.169479276,0.143076843
5,-1.375969221,-4.329841772,-2.163517422,0.441131984,-2.110927004,0.141096882
5,-1.378561287,-4.321738503,-2.149863417,0.416144851,-2.063038852,0.266539635
5,-1.36594561,-4.321989008,-2.189369834,0.456876436,-2.070830976,0.036552683
5,-1.364841017,-4.322934995,-2.178488212,0.461628499,-2.089444611,0.050612025
5,-1.365906181,-4.317923688,-2.183999161,0.454667532,-2.076361146,0.216648493
5,-1.375921173,-4.308795316,-2.18627422,0.412889261,-1.994826575,0.399081849
5,-1.357772928,-4.317048466,-2.198222935,0.471881359,-2.072207481,0.063655725
5,-1.345740443,-4.316137328,-2.212797968,0.503885933,-2.088758442,-0.086103701
5,-1.348445155,-4.314314011,-2.212697391,0.484963313,-2.067144558,-0.027229872
5,-1.356456523,-4.310209397,-2.203572123,0.453401211,-2.024927185,0.104555597
5,-1.353708183,-4.305969639,-2.202930269,0.447591424,-1.999083827,0.086741766
5,-1.339835327,-4.310178984,-2.225502034,0.500208006,-2.058672392,-0.087828807
5,-1.369113963,-4.398986594,-2.052333792,0.152166284,-2.16479947,0.319459513
5,-1.360331512,-4.401537957,-2.045863369,0.193468647,-2.228960497,0.289533972
5,-1.392983552,-4.181834728,-2.372983377,0.985593961,-1.930243724,-0.134565349
5,-1.422674809,-4.167084958,-2.31831722,0.885001997,-1.824415169,0.521645384
5,-1.397950995,-4.179482075,-2.356499983,0.962505629,-1.913816857,-0.012115245
5,-1.396659099,-4.175838031,-2.365798166,0.967406141,-1.901510191,0.031158698
5,-1.38724493,-4.1804067,-2.36061357,0.999867216,-1.959811213,-0.079396191
5,-1.386355209,-4.18210998,-2.349610729,0.997851596,-1.965943401,-0.137376372
5,-1.387394844,-4.176725395,-2.376243104,0.996425183,-1.92114602,-0.121538705
5,-1.405047348,-4.167202766,-2.362567052,0.93002195,-1.840729736,0.264048997
5,-1.432556936,-4.153640389,-2.335409788,0.829383265,-1.711315228,0.76637513
5,-1.414831502,-4.167473386,-2.316556587,0.875750486,-1.779606015,0.152511724
5,-1.386031727,-4.177568949,-2.370836073,0.990303921,-1.924456991,-0.140302089
4,-1.382862601,-4.180548158,-2.342237522,0.985249484,-1.907306221,0.095150279
5,-1.416614196,-4.264019506,-2.205502783,0.652419377,-2.034762094,0.375804105
5,-1.407634595,-4.26789939,-2.22372152,0.68374975,-2.06866765,0.210860619
5,-1.424087317,-4.261028491,-2.190761167,0.614954803,-1.992182104,0.467157882
5,-1.428609236,-4.255954335,-2.203840509,0.614632304,-1.974317394,0.650493304
5,-1.413388614,-4.260547113,-2.236264233,0.6562491,-2.008490767,0.355238987
5,-1.411200165,-4.262338384,-2.229631476,0.661795089,-2.023124788,0.304143625
5,-1.413681479,-4.261245261,-2.22037866,0.649330421,-2.004467896,0.30127171
5,-1.428011111,-4.251964614,-2.219741319,0.605402967,-1.944033554,0.684359569
5,-1.404291579,-4.265513863,-2.216555141,0.688982002,-2.066304768,0.196451784
5,-1.417488478,-4.259600007,-2.193614794,0.640469152,-2.012265745,0.44103201
5,-1.395843682,-4.268436927,-2.242020933,0.717096307,-2.093339269,0.064859584
5,-1.399192578,-4.262297264,-2.250023719,0.693517972,-2.038225179,0.131465295
4,-1.41586184,-4.259706042,-2.196995466,0.615082736,-1.949184063,0.693269754
4,-1.433278215,-4.247392928,-2.175048455,0.548563533,-1.853361084,1.066922591
5,-1.415468664,-4.25386256,-2.188870462,0.630986259,-1.992555699,0.533371702
1,-1.419096115,-4.257751787,-2.12632539,0.515798444,-1.766501284,1.599826016
5,-1.391191791,-4.262694121,-2.255950733,0.719959197,-2.056000084,0.005021511
2,-1.407184403,-4.260542561,-2.152036933,0.573315189,-1.859179134,1.146122477
3,-1.411513854,-4.255218745,-2.189619965,0.592501042,-1.874415933,0.96641757
5,-1.394751146,-4.260143236,-2.259062211,0.703120306,-2.036730007,0.116619273
1,-1.43009905,-4.247404504,-2.141547784,0.46803531,-1.674141821,1.833431086
5,-1.396071737,-4.259823203,-2.250969657,0.699568577,-2.0301854,0.105045311
5,-1.392505117,-4.256810504,-2.266177324,0.705436486,-2.025844841,0.148554478
5,-1.389235388,-4.259360685,-2.244583412,0.717187581,-2.053013716,0.067049264
5,-1.385803166,-4.257072028,-2.280587088,0.727399672,-2.0322945,0.016917373
5,-1.375448238,-4.25556325,-2.305180392,0.755969625,-2.039115551,-0.102469716
5,-1.384657234,-4.252943878,-2.271857787,0.716845912,-2.008680887,0.036509856
5,-1.387346879,-4.248805507,-2.275266624,0.704465303,-1.978169762,0.106717998
4,-1.413953686,-4.236550694,-2.224436361,0.576703148,-1.804353204,0.882448544
5,-1.379695429,-4.249386832,-2.25869168,0.712447274,-2.00950467,0.085105687
5,-1.378154174,-4.246873986,-2.264156136,0.706787196,-1.989472727,0.071219323
5,-1.365330008,-4.250620714,-2.300109567,0.759011812,-2.030920066,-0.146363204
5,-1.362500834,-4.248785365,-2.306114454,0.759796969,-2.018176599,-0.187034829
5,-1.377136498,-4.241446305,-2.292744327,0.705900184,-1.948945982,0.086636316
5,-1.376861372,-4.242620971,-2.266114815,0.711065149,-1.972690103,0.096492572
5,-1.385313431,-4.234001913,-2.257268134,0.673318159,-1.926295898,0.404225503
5,-1.362683242,-4.24278779,-2.323949324,0.753501636,-1.985351372,-0.088604798
5,-1.388319689,-4.327126026,-2.138157838,0.428023412,-2.114187951,0.443336639
5,-1.378432664,-4.333734857,-2.134044423,0.440009801,-2.146644855,0.182660136
5,-1.376952594,-4.328613012,-2.159975139,0.441170738,-2.11212729,0.200880034
5,-1.389268357,-4.31997893,-2.149291548,0.389635631,-2.031797799,0.416228201
5,-1.414837225,-4.295664054,-2.124294608,0.275686069,-1.850069531,1.036080704
4,-1.398137805,-4.307474084,-2.113734346,0.309938973,-1.901184073,1.027547161
5,-1.356581491,-4.321740626,-2.19450612,0.484662583,-2.110881432,0.040533328
5,-1.357906941,-4.315479344,-2.190292186,0.465644557,-2.05881261,0.049285826
5,-1.375900413,-4.308124516,-2.145535295,0.394813053,-1.995545622,0.406623331
5,-1.363421619,-4.301848762,-2.166574254,0.41227689,-1.985346352,0.366857137
5,-1.429092134,-4.177394758,-2.305372905,0.881877308,-1.853259159,0.389891085
5,-1.414665661,-4.183514923,-2.326318976,0.928585175,-1.912622881,0.154454908
5,-1.391838028,-4.178187952,-2.385536111,0.988477309,-1.911027036,-0.114333686
5,-1.387387551,-4.180410045,-2.380139327,1.004830081,-1.938805492,-0.178736751
5,-1.389166219,-4.178494701,-2.38906145,0.998208173,-1.918761571,-0.151375232
5,-1.406870237,-4.171091873,-2.330348572,0.930174769,-1.880261299,0.30753619
5,-1.386506322,-4.18209875,-2.345061329,0.992041367,-1.961944046,-0.144709342
5,-1.378501627,-4.180452713,-2.405031796,1.029275479,-1.948097587,-0.302929917
5,-1.420820881,-4.160620586,-2.341177367,0.870677869,-1.761683461,0.471163223
5,-1.391037695,-4.174682971,-2.355391158,0.980251966,-1.923614551,0.043597217
5,-1.446714548,-4.146073502,-2.318162956,0.779360299,-1.649219893,1.059118455
5,-1.378431267,-4.180431502,-2.377223234,1.029287966,-1.968106582,-0.247983168
5,-1.380315969,-4.178745279,-2.375340811,1.027764953,-1.969260696,-0.147580718
5,-1.379190648,-4.178718958,-2.402787753,1.026084931,-1.940310505,-0.265331472
5,-1.384113193,-4.176750089,-2.39081048,1.007368048,-1.922387955,-0.175056506
5,-1.388247685,-4.174911313,-2.391686131,0.983975315,-1.890638664,-0.134340225
5,-1.41905459,-4.261172443,-2.231814082,0.654076928,-2.002738903,0.381934839
5,-1.404991335,-4.267850185,-2.229628307,0.702621857,-2.079699675,0.174454423
5,-1.421625422,-4.260642593,-2.214730395,0.63369748,-1.985759436,0.384209598
5,-1.41717132,-4.263513661,-2.186920433,0.645105433,-2.0446987,0.450316975
5,-1.41525016,-4.259862144,-2.219093313,0.647838194,-2.004721169,0.381434784
5,-1.401608026,-4.265938503,-2.238339457,0.699131192,-2.060745937,0.115811602
5,-1.407470075,-4.263172089,-2.222530215,0.676420478,-2.04600263,0.277003919
5,-1.404628387,-4.264357739,-2.221044806,0.685587735,-2.067480702,0.277026296
5,-1.425136945,-4.25618713,-2.172658212,0.606935354,-1.990021914,0.641580907
5,-1.410086699,-4.254834489,-2.225706535,0.650649497,-1.98986351,0.40466981
5,-1.397648168,-4.260974116,-2.225355485,0.700017415,-2.053780558,0.164012082
5,-1.418321368,-4.249275209,-2.224244844,0.626251772,-1.937991558,0.524814677
5,-1.392123495,-4.261349655,-2.268087121,0.71505164,-2.041497256,0.031740339
5,-1.405007916,-4.252029977,-2.249973979,0.660624458,-1.972531889,0.344326675
5,-1.389539099,-4.260410221,-2.239812585,0.721857344,-2.068823734,0.095343941
5,-1.38576757,-4.256060586,-2.277128257,0.729100675,-2.034785065,0.054555535
5,-1.376134755,-4.25907618,-2.254582794,0.748754867,-2.087327302,-0.024584957
5,-1.424122575,-4.235008293,-2.195327094,0.570160265,-1.860722689,0.847436729
5,-1.376670355,-4.254535515,-2.252527678,0.735286559,-2.054673514,0.00878352
5,-1.378367884,-4.249124653,-2.283485222,0.722259416,-1.993075582,-0.006351935
5,-1.384367103,-4.245041665,-2.285357059,0.704289551,-1.966914862,0.159583092
5,-1.401523247,-4.237501771,-2.247305327,0.64030499,-1.899595891,0.474245763
5,-1.378281042,-4.244323689,-2.283088508,0.716535771,-1.969826701,0.055298777
5,-1.392357071,-4.233934494,-2.253309055,0.655363201,-1.893378582,0.382507713
5,-1.364188076,-4.247767519,-2.293582009,0.751236906,-2.00575415,-0.19107394
5,-1.375678922,-4.240997243,-2.272340912,0.712985027,-1.979254025,0.186630551
5,-1.41136152,-4.218780105,-2.268676445,0.582891802,-1.769629731,0.831772488
5,-1.364583336,-4.242482229,-2.307624212,0.743390958,-1.968157869,-0.147403799
5,-1.383366753,-4.334455415,-2.153494563,0.446225968,-2.136884175,0.191145008
5,-1.377679095,-4.336912955,-2.157648228,0.467129995,-2.162349011,0.088943654
5,-1.400602595,-4.326886865,-2.119908868,0.378629967,-2.061270951,0.484035459
5,-1.378569227,-4.335979021,-2.161725641,0.45828691,-2.154227178,0.135529293
5,-1.392077674,-4.330507037,-2.131332117,0.406664811,-2.102082091,0.375000956
5,-1.394813378,-4.328339952,-2.133578325,0.392993314,-2.082274326,0.441486833
5,-1.416523471,-4.313185149,-2.113897089,0.314581825,-1.97301529,0.960511425
1,-1.399663233,-4.326103421,-2.071551023,0.268016616,-1.821594118,1.586382467
5,-1.373449392,-4.331931202,-2.164691713,0.458888166,-2.133006625,0.084979103
5,-1.376781493,-4.330133573,-2.153924469,0.447883437,-2.123150922,0.164187065
5,-1.385691337,-4.323524817,-2.163678514,0.423366153,-2.073569906,0.374201039
5,-1.404862931,-4.312400269,-2.12518233,0.327459366,-1.960986353,0.713499985
5,-1.369572848,-4.328503245,-2.162701924,0.46753904,-2.133671968,0.118137529
5,-1.362859096,-4.326942893,-2.190878301,0.485809645,-2.123991859,0.006605119
5,-1.378142268,-4.318955228,-2.181956883,0.422755452,-2.045393067,0.307229553
5,-1.372085492,-4.322561686,-2.14657245,0.432145582,-2.084881072,0.192998441
5,-1.371238699,-4.32187942,-2.143897363,0.434468493,-2.076829852,0.14252214
5,-1.355860198,-4.323754837,-2.170466876,0.487389397,-2.139834245,0.059423632
5,-1.364580489,-4.318314036,-2.166455375,0.459832361,-2.091535322,0.210886066
5,-1.362543657,-4.316454492,-2.195682545,0.458475875,-2.050751321,0.077803724
5,-1.372073997,-4.311456241,-2.171466105,0.418911492,-2.021863958,0.344074634
5,-1.373880017,-4.310678629,-2.165247373,0.404930485,-2.008848628,0.366562051
5,-1.384775067,-4.304945011,-2.161960377,0.369463598,-1.94499121,0.502714662
5,-1.357999444,-4.313937672,-2.213196907,0.468813833,-2.042074783,0.04885354
5,-1.354121894,-4.316220451,-2.198171626,0.472039614,-2.072770334,0.040938158
5,-1.378202913,-4.299638869,-2.189258169,0.38825532,-1.930034722,0.496044335
5,-1.348047214,-4.312420677,-2.179046638,0.472183697,-2.076268745,0.065650445
5,-1.352739285,-4.30863103,-2.207272151,0.462927288,-2.017733832,0.032222164
5,-1.332190208,-4.314213017,-2.253763457,0.530474242,-2.083900809,-0.263400313
5,-1.35131247,-4.306974481,-2.184874007,0.453548856,-2.033837612,0.154628264
5,-1.376058225,-4.392378033,-2.017886577,0.12628547,-2.146571164,0.587959577
5,-1.369198611,-4.393786832,-2.040995631,0.149749625,-2.168344131,0.519661289
5,-1.368347427,-4.386571432,-2.058524583,0.138249349,-2.105122631,0.485092973
5,-1.36673708,-4.386345104,-2.052376802,0.138765889,-2.111483946,0.49194745
5,-1.392207363,-4.180997416,-2.383649473,0.995769007,-1.935095603,-0.103183029
5,-1.408611754,-4.174500541,-2.346762649,0.932048664,-1.869790778,0.174551368
5,-1.398216716,-4.178786026,-2.346406095,0.977881419,-1.938747484,0.07904436
5,-1.399374295,-4.178099266,-2.360427341,0.966217531,-1.909795118,0.030501137
5,-1.407122639,-4.173754815,-2.358258089,0.939960039,-1.86454684,0.143214222
5,-1.395581929,-4.176559404,-2.376150949,0.973331431,-1.898870841,-0.028671513
5,-1.406031359,-4.172336117,-2.349353435,0.93386899,-1.856238307,0.132888759
5,-1.391022783,-4.179198927,-2.367612789,0.982827453,-1.925427038,-0.096194038
5,-1.413214859,-4.167116705,-2.331518097,0.916303851,-1.844798616,0.39986201
4,-1.407154308,-4.170617822,-2.346205573,0.910587145,-1.795115577,0.482082388
5,-1.400583689,-4.173920086,-2.357594099,0.951707494,-1.874397102,0.046086869
5,-1.390087862,-4.17556316,-2.38224325,0.989178033,-1.902175931,-0.107251413
5,-1.396423961,-4.173014769,-2.357849608,0.965956887,-1.892648131,0.065980581
5,-1.395285971,-4.17437255,-2.339537655,0.962277201,-1.907877023,0.06200377
5,-1.3973698,-4.17231691,-2.361736102,0.956146227,-1.867078957,0.00372556
5,-1.375992395,-4.181930826,-2.378785276,1.029085656,-1.98154186,-0.255563684
5,-1.394762985,-4.171948352,-2.373948859,0.969828984,-1.877259972,0.011385225
5,-1.401984984,-4.169065102,-2.340454005,0.947071161,-1.87578586,0.235314571
5,-1.373276448,-4.181962666,-2.404825833,1.046175713,-1.969621921,-0.37917812
5,-1.424707535,-4.181187179,-2.336782884,0.915358857,-1.882989009,0.272447979
5,-1.435048971,-4.255130022,-2.188354249,0.590703438,-1.953578576,0.71628097
5,-1.407423085,-4.26854456,-2.204044926,0.685802199,-2.0790246,0.1909576
1,-1.450938109,-4.251572283,-2.107316493,0.417475571,-1.65844109,2.028749377
5,-1.419940058,-4.25800123,-2.206144368,0.632702122,-1.997839215,0.512891252
5,-1.409461558,-4.26188882,-2.232777882,0.675318702,-2.02425765,0.253052956
5,-1.41567414,-4.259078339,-2.201729622,0.656791316,-2.030141732,0.491394834
5,-1.401645671,-4.26691338,-2.20529669,0.693910603,-2.0891039,0.194316186
5,-1.404596052,-4.260998564,-2.231142331,0.686691986,-2.036902153,0.236360617
5,-1.416568118,-4.25528252,-2.198403758,0.632581087,-1.991098495,0.5057942
5,-1.438392416,-4.242794652,-2.204006131,0.561475812,-1.863269284,0.845636138
5,-1.411076602,-4.254251119,-2.217314229,0.647621139,-1.9900888,0.435882495
5,-1.399406847,-4.259302954,-2.233936901,0.688155737,-2.029962428,0.180539026
5,-1.396112318,-4.259415095,-2.250561375,0.70031714,-2.034989439,0.145767472
5,-1.408250716,-4.252392662,-2.224017086,0.651690316,-1.970562339,0.343354508
5,-1.418517863,-4.247115792,-2.198920281,0.613182417,-1.946017625,0.650376108
5,-1.390273377,-4.258261221,-2.274647565,0.720995561,-2.033262431,0.059398886
5,-1.397319452,-4.256571604,-2.231974994,0.680261292,-2.020647548,0.223327542
5,-1.393106096,-4.259205913,-2.22414662,0.702253955,-2.047190799,0.109899548
5,-1.388980091,-4.256799953,-2.260587715,0.708268004,-2.025441602,0.066715826
5,-1.388882294,-4.25501761,-2.265196472,0.711453194,-2.02555484,0.130971986
5,-1.397195195,-4.251452031,-2.255079205,0.679957455,-1.976014461,0.200282448
5,-1.381897079,-4.257673796,-2.284803891,0.73204787,-2.039373072,-0.030136842
5,-1.38395392,-4.254800327,-2.271397783,0.716741088,-2.025219056,0.0539903
5,-1.382568807,-4.25507124,-2.273342768,0.727303022,-2.022945209,-0.030022875
5,-1.404515248,-4.241789516,-2.230001529,0.639358029,-1.922401092,0.458723667
5,-1.381738448,-4.248317827,-2.272436035,0.706990509,-1.985456965,0.066450894
5,-1.390184945,-4.239721698,-2.246777335,0.676600421,-1.944543301,0.336038514
5,-1.380538078,-4.243885487,-2.260924175,0.705905411,-1.98021809,0.160307308
5,-1.373904495,-4.24009945,-2.292482447,0.703869257,-1.936036642,0.017916712
5,-1.364273917,-4.243272819,-2.313197453,0.745988702,-1.984258283,-0.083729016
5,-1.362500075,-4.243303119,-2.307858494,0.745239709,-1.980753391,-0.140779527
5,-1.38297344,-4.33471915,-2.154709147,0.45304882,-2.145856211,0.203101959
5,-1.392624891,-4.331316164,-2.121804417,0.41175229,-2.11077683,0.360647515
5,-1.390953817,-4.330958305,-2.143237094,0.416235595,-2.101832719,0.32727538
5,-1.421695747,-4.314445566,-2.121001623,0.310963104,-1.962424052,0.9598333
5,-1.412636048,-4.320534457,-2.119863544,0.331463813,-1.997924664,0.72011606
5,-1.39501519,-4.329071614,-2.132897791,0.398502094,-2.082541358,0.393396879
5,-1.389563771,-4.330631303,-2.149264806,0.418800379,-2.104334122,0.337642429
5,-1.391248872,-4.32886484,-2.155455588,0.418341734,-2.089824894,0.358765667
5,-1.457045594,-4.296872205,-2.053872947,0.188101004,-1.832646231,1.727313083
5,-1.387296739,-4.333122061,-2.116093739,0.423740173,-2.143604202,0.347193317
5,-1.391380977,-4.328726134,-2.110094546,0.397731749,-2.103458588,0.425487532
5,-1.378851961,-4.332399374,-2.157640625,0.449102663,-2.132664508,0.172244553
5,-1.381108573,-4.331993995,-2.139182403,0.437145357,-2.136836875,0.252996753
5,-1.375466584,-4.331164643,-2.164579221,0.445714161,-2.11628249,0.0986779
5,-1.386448894,-4.32513124,-2.124276913,0.416118572,-2.096468048,0.400317824
5,-1.36723052,-4.322503723,-2.158286482,0.454083297,-2.110966082,0.215360904
5,-1.366467351,-4.321642187,-2.182774957,0.463572876,-2.088409808,0.118895344
5,-1.364827595,-4.318710663,-2.197735654,0.460599159,-2.060958139,0.085805203
5,-1.387772634,-4.307011081,-2.148037296,0.380491624,-1.983625297,0.62370418
5,-1.353551388,-4.320453328,-2.178401748,0.481664344,-2.118037471,0.059825545
5,-1.35749571,-4.314045158,-2.203197979,0.460983235,-2.050640228,0.098523398
5,-1.389792271,-4.286167069,-2.175754783,0.330938287,-1.836814698,0.821723902
5,-1.357933052,-4.394130741,-2.071894028,0.18255179,-2.171225105,0.2898416
5,-1.376583596,-4.383945794,-2.055572522,0.115694725,-2.084338369,0.672186431
5,-1.360902131,-4.387445451,-2.081183919,0.167032441,-2.126762262,0.404361896
5,-1.357347431,-4.389364437,-2.087544957,0.175891871,-2.136075839,0.312908751
5,-1.411367396,-4.174076384,-2.340989096,0.924644274,-1.859417038,0.186476992
5,-1.390486858,-4.181093701,-2.387980445,1.00357663,-1.933610991,-0.163566274
1,-1.412006245,-4.174811857,-2.282749552,0.813872754,-1.647208839,1.399788613
5,-1.429423325,-4.162748937,-2.315839495,0.858472384,-1.789523006,0.681881114
5,-1.394125379,-4.179829121,-2.368007022,0.980337775,-1.93117921,-0.025534202
5,-1.389197959,-4.179529205,-2.387793799,0.99588338,-1.922728388,-0.159657451
5,-1.3899901,-4.17876717,-2.380384877,0.995239999,-1.926273017,-0.112454568
5,-1.386670396,-4.181070352,-2.359645191,1.007352568,-1.962614865,-0.129998785
5,-1.408775444,-4.168679033,-2.361283333,0.929014649,-1.834118737,0.227570094
5,-1.384264728,-4.180347029,-2.391465412,1.006690048,-1.940862977,-0.19095369
5,-1.38681904,-4.177457162,-2.378248204,0.995409448,-1.923022275,-0.137564569
5,-1.418258273,-4.160429738,-2.356990803,0.891675999,-1.774035863,0.463188963
5,-1.393540011,-4.1726725,-2.385075603,0.975111207,-1.881856257,-0.002902288
5,-1.382440933,-4.178348896,-2.38768081,1.013678902,-1.936182102,-0.211478585
5,-1.393581318,-4.174313407,-2.350923587,0.969386681,-1.904511573,0.015798801
5,-1.394632029,-4.172630648,-2.378236063,0.957635408,-1.867861465,-0.01130142
5,-1.377432961,-4.179092192,-2.404788101,1.030471085,-1.959874783,-0.201910303
5,-1.37884609,-4.178575846,-2.404222697,1.029160125,-1.944320843,-0.250555324
5,-1.380223114,-4.177692277,-2.402776822,1.025658817,-1.940699436,-0.207228849
5,-1.37809458,-4.178207814,-2.409324443,1.035666973,-1.950718926,-0.224832583
5,-1.379242039,-4.178900354,-2.398549818,1.025717119,-1.943901188,-0.25827939
5,-1.386600154,-4.176257438,-2.381093218,0.991732874,-1.911117688,-0.144218419
5,-1.409576527,-4.266336299,-2.231117301,0.684336395,-2.062314667,0.275126983
5,-1.410212644,-4.267165464,-2.221888472,0.672912182,-2.056424056,0.244407697
5,-1.431750054,-4.256580186,-2.172701303,0.599452527,-1.990195518,0.75907189
5,-1.472918897,-4.235483112,-2.148783593,0.453701798,-1.775274643,1.432468397
5,-1.402046162,-4.268771557,-2.251765613,0.705883669,-2.075664929,0.110104064
5,-1.405943208,-4.266374616,-2.244721815,0.691896145,-2.060007654,0.206804506
5,-1.398589907,-4.271669398,-2.215474467,0.715710063,-2.128888477,0.142521019
5,-1.422686437,-4.25799481,-2.227360274,0.636270368,-1.978647368,0.476138934
5,-1.419931703,-4.255386946,-2.23156289,0.640492035,-1.977241711,0.515034545
5,-1.422542835,-4.255779829,-2.215252293,0.621689268,-1.963752341,0.498827858
5,-1.415555215,-4.259738835,-2.21137195,0.640725309,-2.004520106,0.401449279
5,-1.395715459,-4.268293901,-2.24619691,0.723032633,-2.085040821,0.00346703
5,-1.39448007,-4.266746686,-2.223241773,0.721606303,-2.108844011,0.135709586
5,-1.404928953,-4.260617817,-2.240949262,0.682079274,-2.021667127,0.206741889
5,-1.416653834,-4.256573828,-2.208742987,0.626531434,-1.973541546,0.402439129
5,-1.395566635,-4.26541527,-2.22270241,0.708428736,-2.08670786,0.124048003
5,-1.400877208,-4.258879386,-2.234504846,0.684434186,-2.024631059,0.203103639
5,-1.432727796,-4.242694252,-2.180061485,0.57181522,-1.900545381,0.887273967
5,-1.428309226,-4.241702337,-2.210495383,0.581468161,-1.876721642,0.744434399
5,-1.390194284,-4.259635281,-2.258832468,0.721018263,-2.04961079,0.067032752
5,-1.393722769,-4.259396925,-2.226943123,0.702186139,-2.049130254,0.129944385
5,-1.393973675,-4.257800366,-2.250312664,0.694945571,-2.026988955,0.14655663
5,-1.395429541,-4.256792007,-2.225690214,0.693947159,-2.044264168,0.256468013
5,-1.3840694,-4.254932241,-2.250103547,0.721324601,-2.055308419,0.161897256
4,-1.419337292,-4.243481772,-2.200640475,0.569363607,-1.841563848,0.902985487
5,-1.382289425,-4.254365899,-2.286081545,0.723272185,-2.020438623,0.024251163
5,-1.382589292,-4.254954655,-2.259740945,0.719728244,-2.026798451,-0.001826786
5,-1.383045821,-4.251117308,-2.27200003,0.705179812,-1.994802444,0.045302361
5,-1.375552509,-4.253645018,-2.263914589,0.743423125,-2.047463719,-0.024618112
5,-1.382378398,-4.2469764,-2.286530576,0.709304244,-1.973589146,0.078665309
5,-1.37158908,-4.253675573,-2.260324462,0.745658728,-2.062222748,-0.01658542
5,-1.387142154,-4.245145096,-2.26453153,0.688079262,-1.96951072,0.231537723
5,-1.372173129,-4.250317571,-2.305582626,0.744568328,-2.011500692,-0.074286608
5,-1.375703065,-4.251358973,-2.254932,0.724801359,-2.031512306,0.022999331
5,-1.37869999,-4.244416245,-2.281750185,0.711782184,-1.9720155,0.087886404
5,-1.403184419,-4.231738158,-2.256794942,0.625991105,-1.858647315,0.551146221
5,-1.378119144,-4.244627794,-2.283130034,0.704205977,-1.963760749,0.057203547
5,-1.363499492,-4.247401132,-2.30559862,0.76179781,-2.017170434,-0.135573819
5,-1.375086647,-4.243871502,-2.25490207,0.716355003,-1.98834532,0.068531165
5,-1.363035806,-4.248445825,-2.275785326,0.756447499,-2.037942797,-0.10432099
5,-1.377584022,-4.23986654,-2.272018623,0.710363329,-1.964463034,0.179127315
5,-1.366382281,-4.242888386,-2.303692711,0.741798699,-1.979427986,-0.071756537
5,-1.388416316,-4.231087206,-2.272366026,0.663569092,-1.88627623,0.396848338
5,-1.370751841,-4.242859375,-2.256971857,0.713659851,-1.979365464,0.002782491
5,-1.379027781,-4.23477737,-2.285461908,0.69647744,-1.92720993,0.25668367
5,-1.389291907,-4.331834079,-2.155361454,0.421031635,-2.100465995,0.269565665
5,-1.39933267,-4.329392347,-2.090376817,0.377897632,-2.097293525,0.520420481
5,-1.391704916,-4.329291841,-2.155320138,0.414445211,-2.086625794,0.346138545
5,-1.38953527,-4.330295651,-2.153129319,0.419294288,-2.088445636,0.261864823
5,-1.402608253,-4.32107559,-2.130055105,0.370862134,-2.040181696,0.660400307
5,-1.423208962,-4.312821702,-2.087783562,0.286052828,-1.944424558,0.96018012
5,-1.415699347,-4.314323732,-2.118636824,0.311307368,-1.961119908,0.858939745
5,-1.372093204,-4.332504943,-2.159066073,0.470283138,-2.152840286,0.100999863
5,-1.378775842,-4.328829666,-2.160431361,0.444218487,-2.106133593,0.17146913
5,-1.418788559,-4.30843396,-2.113990486,0.30305456,-1.929858747,0.96097453
5,-1.376578882,-4.330010749,-2.149858971,0.450977907,-2.126383007,0.162776458
5,-1.372972494,-4.322354159,-2.164529828,0.455874369,-2.105692606,0.28353544
5,-1.379015749,-4.318785559,-2.174233303,0.423213761,-2.042651189,0.290136354
5,-1.374037437,-4.319666637,-2.165911268,0.427934622,-2.059216873,0.240476892
5,-1.363572349,-4.32335626,-2.191489552,0.469222932,-2.102975509,0.095185895
5,-1.379807612,-4.315683017,-2.150950458,0.415072965,-2.04635619,0.418301894
5,-1.37135321,-4.32010822,-2.162669384,0.433140224,-2.073885511,0.242990517
5,-1.372215905,-4.316302461,-2.169734951,0.435949039,-2.051209543,0.265323381
5,-1.361953307,-4.320964419,-2.183306584,0.458873657,-2.086350839,0.084100622
5,-1.351905196,-4.324009985,-2.210121058,0.5102606,-2.12741767,-0.086465373
5,-1.359891958,-4.320831307,-2.177919504,0.469847192,-2.106042261,0.118239214
5,-1.362347941,-4.319880255,-2.169074773,0.461146548,-2.101174542,0.177116125
5,-1.35649883,-4.319592846,-2.188668201,0.476802107,-2.087915333,-0.000513864
5,-1.356020093,-4.310083873,-2.187451282,0.467947453,-2.059348304,0.210118785
5,-1.367422618,-4.305008508,-2.166527837,0.416625236,-2.010542142,0.444594667
5,-1.357795554,-4.307403146,-2.191064686,0.443610999,-2.003660094,0.112009876
5,-1.350760681,-4.311061647,-2.17656317,0.464432517,-2.064221894,0.111581235
5,-1.337417894,-4.31147909,-2.227047718,0.50268863,-2.067845874,-0.124354797
5,-1.383515386,-4.386771516,-2.031963354,0.0984468,-2.093485021,0.741860031
5,-1.354761522,-4.395017763,-2.070841498,0.19941656,-2.19418145,0.273817565
5,-1.354299793,-4.391202683,-2.091339827,0.184274924,-2.144700651,0.223827699
5,-1.347687882,-4.389285588,-2.100674184,0.203737844,-2.158525614,0.219191887
5,-1.423308044,-4.179991462,-2.302391148,0.906987524,-1.897260706,0.357564143
